HHID	CHOSEN	INCOME	HHSIZE	NUMVEH	WOMEN	MEN	NWORK	NCHILD	NYCHILD	ETHN	DIST	NBIKES	PTRANSP	SOLARPAN	WALKBIKE	TELECO	PSENIORS	GRAD	POPDENSE	NEIGHB	SMARTPH	SPOOL	CABLE	COST
2138	2	3	1	3	0	1	1	0	0	4	2.632629167	0	1	0	1	1	0	0	17376.24356	0	0	1	0	1.083234167
2139	2	2	2	1	1	1	1	1	0	1	5.113325804	0	1	0	1	0	0	0	14064.71143	0	0	1	0	0.627147253
2140	2	1	3	1	2	1	1	2	1	1	1.386818974	0	0	0	1	1	0	0	889.4369125	0	0	1	0	1.216463576
2141	2	1	3	1	2	1	1	1	0	4	1.450815983	0	1	0	0	0	1	1	20247.9618	0	2	0	0	0.705077277
2142	2	3	3	2	2	1	1	1	0	1	1.792055971	0	0	0	0	0	0	0	397.0527865	0	2	1	0	0.77591575
2143	2	2	1	2	0	1	1	0	0	2	1.288328654	0	0	0	0	0	0	0	1121.532759	0	0	1	0	1.367560772
2144	2	2	1	0	1	0	1	0	0	4	1.127330855	0	1	0	0	0	0	0	343.8701538	0	0	1	0	0.712165621
2145	2	2	3	1	1	2	2	1	0	4	2.141397126	1	0	0	0	0	0	0	877.2652227	0	0	0	0	1.321064864
2146	2	3	2	2	1	1	2	0	0	4	2.043117114	0	1	0	1	0	0	0	1305.650502	1	1	0	1	1.307498501
2147	2	3	4	2	1	3	3	1	0	3	2.680648138	1	0	0	1	0	0	0	29589.23469	0	3	1	1	0.646357005
2148	2	2	4	1	1	3	2	1	0	4	1.062810988	2	1	0	0	0	0	0	19397.48656	0	0	0	1	0.484434202
2149	2	3	2	3	1	1	1	1	0	4	1.115836482	0	1	0	0	0	0	0	652.2410986	1	1	0	0	0.506862635
2150	2	2	2	2	1	1	1	1	0	4	5.74637145	0	1	0	0	0	0	0	1271.043086	0	0	0	0	0.671204443
2151	2	1	3	1	1	2	1	2	1	1	1.971279533	1	0	0	0	0	0	0	407.1741263	0	0	1	0	0.703015597
2152	2	1	3	0	1	2	2	1	0	4	1.423881568	0	0	0	0	0	0	0	22879.20392	0	0	0	0	0.956498571
2153	2	3	3	3	1	2	1	1	0	1	5.916421621	0	0	0	1	0	1	0	699.9222741	0	0	1	1	0.956696808
2154	2	3	4	4	0	4	1	2	0	4	2.646726909	2	0	0	0	0	0	0	643.2973917	1	3	0	1	0.897558573
2155	2	3	1	2	0	1	1	0	0	1	1.005364235	0	0	0	1	0	0	0	8419.186708	0	0	0	1	0.75323665
2156	2	2	6	2	5	1	2	4	2	1	1.746844127	2	0	0	0	0	0	0	1229.887212	1	0	0	1	0.574285756
2157	2	1	1	0	0	1	1	0	0	1	6.403006327	0	0	0	0	0	0	0	1116.947995	0	0	0	1	1.015098042
2158	2	3	2	4	1	1	1	1	0	1	3.056347804	0	0	0	1	0	0	0	969.7214724	0	0	0	1	1.195959275
2159	2	2	1	1	0	1	1	0	0	4	2.302065908	0	0	0	1	1	0	0	1029.874715	0	0	0	0	0.462588113
2160	2	1	1	1	1	0	1	0	0	4	0.963741885	0	1	0	1	0	0	0	367.7966617	0	0	0	0	1.156776889
2161	2	2	2	1	0	2	1	0	0	4	1.553856781	0	1	0	0	0	1	0	24535.69916	0	0	0	0	1.390335265
2162	2	2	4	2	1	3	2	0	0	1	2.930215764	1	0	0	0	0	0	2	812.7159963	0	3	0	0	1.065635731
2163	2	2	1	1	1	0	1	0	0	4	1.234739654	0	0	0	1	0	0	0	17222.28936	0	0	0	1	1.051825061
2164	2	2	4	2	4	0	1	3	0	4	2.03148438	0	0	0	1	0	0	0	725.0429705	0	0	1	1	1.292009955
2165	2	1	2	2	2	0	1	0	0	4	2.064826846	0	0	0	0	0	1	0	37564.939	1	0	0	0	0.845769113
2166	2	3	3	4	2	1	1	1	0	4	2.065588289	1	0	0	1	0	1	1	10136.88265	1	1	1	0	0.85632467
2167	2	2	2	0	0	2	1	1	0	4	2.002800461	0	1	0	0	0	0	0	536.5488904	0	0	0	1	1.279698148
2168	2	1	4	1	0	4	1	3	0	1	1.319770808	2	0	0	0	1	0	0	306.8151489	1	3	1	0	1.275685318
2169	2	1	2	0	1	1	1	1	0	1	2.067710295	0	0	0	1	0	0	0	817.9765624	0	0	0	0	1.140510525
2170	2	1	5	1	1	4	1	2	0	1	2.767955056	2	0	0	1	0	1	0	104.5315555	0	0	0	0	0.430039834
2171	2	1	1	0	1	0	1	0	0	4	1.212108187	0	1	0	1	0	0	0	12132.86542	0	0	0	0	0.564338263
2172	2	2	4	0	3	1	1	3	0	1	6.736638791	1	0	0	0	1	0	0	22580.13282	0	0	1	0	1.222306179
2173	2	2	4	0	2	2	1	0	0	3	2.744764088	0	0	0	0	0	1	3	581.1804797	0	3	0	1	1.08998688
2174	2	2	2	2	1	1	1	1	0	3	2.785125857	0	0	0	0	0	0	0	21183.167	0	0	0	1	1.075567699
2175	2	1	5	1	5	0	2	1	0	4	4.331614504	0	1	0	0	1	0	0	23814.91973	0	1	0	0	0.566599945
2176	2	1	1	0	1	0	1	0	0	1	2.774383507	0	0	0	0	1	0	0	525.3757141	0	0	0	0	0.978914178
2177	2	2	1	1	0	1	1	0	0	4	6.025383603	0	0	0	0	1	0	0	14247.34383	0	0	0	1	1.17101301
2178	2	2	1	2	0	1	1	0	0	4	2.2888498	0	0	0	0	0	0	0	648.8812407	0	0	1	0	0.602661417
2179	2	2	3	0	0	3	2	0	0	3	1.05491156	1	0	0	0	0	1	0	850.7621827	0	0	0	1	0.928409447
2180	2	1	1	0	0	1	1	0	0	4	1.510607384	0	1	0	0	0	0	0	26387.32621	0	0	0	0	1.361518554
2181	2	3	1	4	1	0	1	0	0	4	6.300095567	0	0	0	1	0	0	0	1004.733593	0	0	0	1	0.713855115
2182	2	2	2	1	0	2	1	1	0	1	2.691116236	0	0	0	0	0	0	0	143.2260676	0	1	0	1	1.270841961
2183	2	2	1	1	0	1	1	0	0	4	2.616870088	0	0	0	1	0	0	0	1213.937457	0	0	0	1	1.338914172
2184	2	1	3	0	1	2	1	2	0	1	3.13559961	1	0	0	0	0	0	0	17612.49658	0	1	0	0	0.567990176
2185	2	3	4	2	1	3	2	1	0	4	3.000449533	2	0	0	1	1	0	2	1029.128993	0	3	1	0	1.221838707
2186	2	2	1	1	0	1	1	0	0	4	4.386024231	0	0	0	0	1	0	0	24672.72244	0	0	0	0	1.090763655
2187	2	2	1	1	1	0	1	0	0	1	6.974308859	0	0	0	1	0	0	0	811.9169581	0	0	0	0	0.709100979
2188	2	2	3	2	1	2	1	1	0	4	6.885262726	0	0	0	1	0	0	1	994.9276167	1	2	1	1	1.156739554
2189	2	1	1	0	1	0	1	0	0	4	1.777874188	0	0	0	1	0	0	0	34814.24747	0	0	0	0	0.95112871
2190	2	1	2	0	2	0	1	1	0	1	2.209000393	0	1	0	0	0	0	0	960.0571476	0	1	1	1	0.608225428
2191	2	1	1	0	1	0	1	0	0	4	1.700381608	0	0	0	0	0	0	0	277.0225203	0	0	0	0	0.817102184
2192	2	2	2	2	2	0	1	1	0	1	2.837862344	0	0	0	0	0	0	0	21992.47085	0	1	1	1	1.31516795
2193	2	2	7	1	0	7	3	3	0	3	1.618353173	4	0	0	0	0	1	3	1018.23474	0	3	1	1	1.197364855
2194	2	1	2	1	0	2	2	0	0	4	1.883849489	0	0	0	0	0	0	0	658.0064282	0	0	0	1	1.369271458
2195	2	2	3	0	1	2	3	0	0	1	1.307938725	0	0	0	0	0	0	0	27559.42003	0	0	0	0	0.489330643
2196	2	2	1	1	1	0	1	0	0	1	3.069173197	0	0	1	0	0	0	0	773.2942412	0	0	0	1	0.45258937
2197	2	1	7	2	4	3	7	0	0	3	1.504285402	1	0	0	0	0	0	5	13659.6273	0	3	0	0	1.146873313
2198	2	2	1	1	0	1	1	0	0	4	4.363985304	0	0	0	0	0	0	0	23795.60339	0	0	0	1	0.808693281
2199	2	3	1	1	1	0	1	0	0	3	1.565791786	0	0	0	0	0	0	0	213.4465653	1	0	1	0	1.009502902
2200	2	1	3	0	3	0	2	1	0	4	5.849873034	1	1	0	0	0	0	0	676.5919643	0	1	0	0	0.889893115
2201	2	2	5	1	4	1	1	4	3	1	4.88577386	2	0	0	0	0	0	0	533.790585	0	1	0	0	1.267073757
2202	2	1	1	0	1	0	1	0	0	3	1.72939934	0	0	0	0	1	0	0	1084.610342	0	0	0	0	1.181631227
2203	2	1	1	1	1	0	1	0	0	1	1.796087218	0	0	0	0	0	0	0	33619.5143	0	0	0	0	1.106037153
2204	2	1	2	0	0	2	1	1	0	4	1.213848096	0	0	0	1	0	0	0	27929.77945	0	1	0	0	0.826403034
2205	2	1	2	2	1	1	1	0	0	4	1.562737351	0	1	0	0	0	1	1	874.3193284	0	1	0	0	1.111401216
2206	2	2	1	2	1	0	1	0	0	1	2.372650361	0	0	0	0	0	0	0	1101.908358	0	0	0	1	1.059198536
2207	2	1	1	0	1	0	1	0	0	1	1.085196849	0	0	0	0	0	0	0	225.2694316	1	0	0	0	1.022525146
2208	2	1	4	1	3	1	3	0	0	4	1.99348797	1	0	0	0	1	0	3	1012.597328	0	1	0	0	1.276327276
2209	2	2	2	0	1	1	2	0	0	4	3.05076602	0	0	0	0	0	0	0	24771.6797	0	1	0	0	0.890778461
2210	2	1	1	2	0	1	1	0	0	1	1.140033725	0	0	0	1	0	0	0	5533.617807	0	0	0	0	0.823032075
2211	2	1	1	1	0	1	1	0	0	4	6.464170828	0	0	0	0	0	0	0	21854.52165	0	0	0	0	1.277382268
2212	2	2	7	2	5	2	1	4	3	3	5.881235153	4	0	0	0	1	0	0	405.2838903	1	1	0	0	0.415264708
2213	2	1	1	0	0	1	1	0	0	3	3.118471153	0	0	0	0	0	0	0	592.3729151	0	0	0	0	0.478998028
2214	2	1	1	1	0	1	1	0	0	4	2.760132838	0	1	0	1	0	0	0	1060.278158	0	0	0	0	1.320578795
2215	2	3	1	4	0	1	1	0	0	1	2.890482512	0	0	0	0	1	0	0	32123.72701	1	0	1	1	1.068647427
2216	2	1	1	1	0	1	1	0	0	1	3.135952222	0	0	0	0	0	0	0	1130.457851	1	0	0	0	1.063943303
2217	2	2	1	2	1	0	1	0	0	4	1.961106156	0	0	0	0	0	0	0	819.9717579	0	0	1	1	0.802544523
2218	2	1	2	1	2	0	2	0	0	4	1.718988964	0	0	0	0	0	0	0	285.0058391	0	1	0	1	1.219395203
2219	2	1	4	0	2	2	4	0	0	1	2.791474666	0	0	0	1	1	0	0	625.1067724	0	0	0	0	0.427360943
2220	2	1	3	1	2	1	2	1	0	1	3.013945354	0	0	0	0	0	0	1	932.631127	0	2	0	0	0.816883967
2221	2	2	1	1	1	0	1	0	0	4	1.359663974	0	0	0	0	0	0	0	1328.980689	0	0	0	0	0.988789871
2222	2	2	1	1	0	1	1	0	0	4	1.900467729	0	0	0	0	0	0	0	351.1190361	0	0	0	0	0.533037376
2223	2	2	3	0	1	2	1	2	0	4	2.685868007	1	1	0	0	0	0	0	17602.44044	1	0	0	1	0.854579409
2224	2	1	1	1	0	1	1	0	0	4	1.861020276	0	0	0	0	1	0	0	449.5994073	0	0	0	0	0.647327574
2225	2	2	3	0	2	1	1	0	0	1	1.675504352	1	1	0	0	1	1	0	548.5830138	0	0	1	0	1.130373868
2226	2	1	4	1	3	1	1	3	2	4	2.274440072	2	0	0	1	0	0	0	913.2813261	0	0	0	1	1.268113119
2227	2	3	1	1	0	1	1	0	0	3	1.072583363	0	0	0	0	1	0	0	31477.38875	0	0	0	1	0.671638853
2228	2	2	1	1	0	1	1	0	0	4	1.357704166	0	0	0	0	0	0	0	130.3357318	0	0	1	1	0.475295361
2229	2	1	3	0	2	1	2	0	0	1	1.325892717	0	0	1	0	0	1	2	26106.50805	1	2	0	0	1.13576542
2230	2	3	1	1	0	1	1	0	0	4	3.003679016	0	0	0	1	0	0	0	545.662298	0	0	0	1	1.00512644
2231	2	1	4	0	1	3	3	1	0	3	2.388643778	0	1	1	1	0	0	2	688.8178796	0	1	0	1	1.226907263
2232	2	1	4	1	3	1	3	0	0	4	1.680375275	2	1	0	1	0	1	0	399.0175955	0	2	0	0	0.932699773
2233	2	1	2	2	0	2	2	0	0	3	1.473091585	0	0	0	0	1	0	0	662.7275039	0	1	0	1	0.785438165
2234	2	3	1	4	0	1	1	0	0	1	2.601559633	0	0	0	0	0	0	0	707.4799988	0	0	0	1	1.406663091
2235	2	3	3	1	1	2	1	1	0	3	3.099545265	1	0	0	0	0	0	1	108.2783826	0	1	1	0	1.195214338
2236	2	3	7	4	3	4	3	2	1	4	1.216364698	2	0	0	1	1	0	0	24665.84385	1	4	1	1	0.909439124
2237	2	2	1	2	1	0	1	0	0	1	1.323974273	0	0	0	0	0	0	0	34981.88626	0	0	1	1	1.37348354
2238	2	2	7	1	2	5	3	2	0	4	1.973222569	2	1	0	0	0	1	0	8648.83426	0	4	0	0	0.813986462
2239	2	1	2	1	0	2	1	1	0	2	2.55184079	0	0	0	0	0	0	0	796.1763116	0	1	0	0	0.399332689
2240	2	2	1	2	1	0	1	0	0	4	2.766912158	0	0	0	0	0	0	0	977.0013139	0	0	0	0	0.555405027
2241	2	1	2	0	0	2	1	1	0	1	1.928041623	0	0	0	0	1	0	0	739.8338426	1	1	0	1	0.760052509
2242	2	2	2	0	1	1	2	0	0	1	1.71130592	0	1	0	1	0	0	1	985.1932956	0	1	0	0	1.043378445
2243	2	1	3	2	1	2	1	1	0	1	2.701432169	1	0	0	0	0	1	0	1057.872716	0	1	0	0	1.129768103
2244	2	1	3	1	2	1	1	2	0	1	1.75675904	0	0	0	1	0	0	0	890.7119861	0	2	0	0	1.354870742
2245	2	1	1	0	1	0	1	0	0	4	2.490161005	0	0	0	1	0	0	0	680.9298596	1	0	0	0	1.038446231
2246	2	1	7	2	5	2	1	6	4	1	1.482153078	5	1	0	1	0	0	0	433.9527782	0	0	1	0	1.306216014
2247	2	1	7	0	7	0	4	1	0	3	6.351424522	2	0	0	0	0	1	0	315.3723677	0	3	0	1	1.049888445
2248	2	1	1	0	0	1	1	0	0	2	1.568183417	0	0	0	1	0	0	0	506.6129605	0	0	0	0	0.858010701
2249	2	1	1	1	0	1	1	0	0	3	2.716082637	0	1	0	0	0	0	0	10698.98636	0	0	0	0	1.354031004
2250	2	1	3	0	3	0	2	1	0	3	2.375322058	1	0	0	0	0	0	0	1267.943798	1	2	0	0	0.463057916
2251	2	2	4	2	0	4	1	1	0	4	2.279668655	1	0	0	1	1	1	2	1371.002865	1	1	0	0	0.901576244
2252	2	1	2	1	1	1	2	0	0	1	2.176155674	0	0	0	1	0	0	0	20497.26591	0	1	0	1	0.501448584
2253	2	2	1	1	1	0	1	0	0	3	1.202104002	0	0	0	1	0	0	0	26627.12811	0	0	0	0	0.739680498
2254	2	3	2	1	1	1	1	1	0	1	2.139456926	0	0	0	0	1	0	0	580.2719756	1	0	1	1	0.90073506
2255	2	2	3	0	0	3	2	1	0	1	1.974548905	0	0	0	1	0	0	0	1369.316756	0	2	0	1	0.747559157
2256	2	3	1	2	1	0	1	0	0	4	1.455549878	0	1	0	0	0	0	0	24160.08401	1	0	1	0	0.793747222
2257	2	1	7	0	6	1	5	1	0	3	2.940645215	3	0	0	0	0	0	0	1303.124576	0	4	0	1	0.732688181
2258	2	1	1	1	1	0	1	0	0	2	1.948315467	0	1	1	1	0	0	0	23336.73976	0	0	0	1	0.43993277
2259	2	2	1	1	1	0	1	0	0	1	2.121847624	0	0	0	1	0	0	0	1235.968384	0	0	0	0	0.691570555
2260	2	2	1	1	1	0	1	0	0	1	4.956705338	0	0	0	0	0	0	0	1360.061951	0	0	0	0	0.537383595
2261	2	1	1	1	0	1	1	0	0	2	1.748879337	0	0	0	0	0	0	0	1067.150256	0	0	1	0	1.384128102
2262	2	1	2	0	0	2	2	0	0	2	2.736113318	0	0	0	0	0	0	0	978.7650164	0	0	0	0	0.417137248
2263	2	2	2	0	1	1	1	0	0	3	2.447637978	0	0	0	1	0	1	0	20995.34386	1	0	0	0	0.959804084
2264	2	1	2	2	1	1	1	0	0	1	1.981766914	0	0	0	0	0	1	0	563.1611125	0	0	1	0	1.000521489
2265	2	2	1	1	0	1	1	0	0	1	1.330143484	0	1	0	1	0	0	0	425.569006	0	0	0	0	0.915891152
2266	2	2	1	1	0	1	1	0	0	1	2.804530839	0	1	1	0	0	0	0	1150.398306	0	0	0	1	0.898338174
2267	2	3	3	2	2	1	3	0	0	2	5.600016162	0	1	0	1	0	0	0	818.2990222	0	1	1	1	1.175214578
2268	2	1	2	0	1	1	1	1	0	3	1.011189178	0	0	0	1	0	0	0	1080.156132	1	0	0	0	1.079693655
2269	2	2	1	2	1	0	1	0	0	1	6.894264148	0	0	0	0	0	0	0	829.7764219	0	0	0	0	0.976469401
2270	2	1	4	1	2	2	1	3	2	3	2.17653421	2	0	0	0	0	0	0	5509.745523	0	0	0	0	1.034688308
2271	2	1	3	1	1	2	1	2	0	4	1.369577514	1	1	0	0	0	0	0	15643.89432	0	0	0	0	0.560702373
2272	2	3	2	2	1	1	2	0	0	4	1.392030761	0	0	0	0	0	0	1	1215.842099	0	1	0	1	0.434642469
2273	2	1	7	1	5	2	5	2	0	3	2.38484156	0	0	0	0	0	0	4	143.5214462	0	6	0	0	1.291912616
2274	2	3	1	2	0	1	1	0	0	2	2.709408385	0	1	0	0	1	0	0	182.7797082	0	0	0	1	1.087015312
2275	2	2	4	1	2	2	2	0	0	4	2.661406838	2	1	0	0	0	0	3	26855.91808	1	3	0	0	1.093627744
2276	2	2	3	2	2	1	3	0	0	4	2.562058464	0	1	1	0	0	0	2	477.8435026	0	0	0	0	1.083599716
2277	2	1	6	1	6	0	4	0	0	1	4.573165655	1	1	0	1	1	1	0	1244.292393	1	2	0	0	0.954672908
2278	2	2	1	1	0	1	1	0	0	1	1.143122087	0	0	0	0	0	0	0	17501.06037	1	0	0	0	1.010035418
2279	2	2	4	2	1	3	2	2	1	1	2.666008695	0	1	0	0	0	0	0	907.4690823	0	1	1	1	0.800619571
2280	2	2	5	1	1	4	3	0	0	1	1.767394043	2	0	1	0	1	1	0	474.9271272	1	4	1	0	0.885216989
2281	2	1	1	0	1	0	1	0	0	1	2.285058279	0	0	0	1	0	0	0	23694.0836	1	0	0	0	1.327161567
2282	2	2	1	1	1	0	1	0	0	4	4.868216534	0	0	0	0	0	0	0	1294.920588	0	0	1	1	1.402946408
2283	2	2	3	2	3	0	1	0	0	4	1.526485827	0	1	0	0	0	0	2	655.8774819	0	1	0	1	1.260816502
2284	2	2	2	1	2	0	1	0	0	4	2.128339225	0	0	0	1	0	1	0	1036.728848	0	0	1	0	1.17850216
2285	2	2	3	1	3	0	3	0	0	1	1.723759699	1	1	1	1	0	0	0	562.5634751	0	2	0	1	0.524269635
2286	2	2	1	2	0	1	1	0	0	4	1.448978188	0	0	0	0	0	0	0	1168.448532	1	0	0	1	1.061229114
2287	2	1	1	0	0	1	1	0	0	1	2.888556022	0	0	0	1	0	0	0	893.4360507	1	0	1	0	0.476037422
2288	2	1	1	0	1	0	1	0	0	3	2.406407877	0	0	0	0	0	0	0	966.0209326	0	0	0	0	0.622062943
2289	2	1	1	1	1	0	1	0	0	1	2.613226586	0	1	0	1	0	0	0	948.577254	0	0	0	0	0.788414772
2290	2	3	2	2	2	0	1	1	0	1	1.157027186	0	0	0	1	0	0	0	477.3844399	1	1	1	1	0.518273319
2291	2	1	1	1	1	0	1	0	0	4	2.105799381	0	1	0	0	0	0	0	8881.523466	0	0	0	0	0.843433533
2292	2	1	6	1	1	5	5	1	0	4	1.847309018	4	0	0	1	1	0	4	16942.57301	0	0	0	0	0.997194628
2293	2	2	2	2	1	1	2	0	0	4	2.089632176	0	0	0	0	0	0	1	1241.47115	1	1	0	0	1.252836955
2294	2	1	1	0	1	0	1	0	0	1	2.313237525	0	0	0	0	0	0	0	6816.315827	1	0	0	0	1.34915703
2295	2	3	1	2	0	1	1	0	0	1	1.652388574	0	1	0	0	0	0	0	715.3912176	0	0	0	1	1.347104736
2296	2	1	2	0	1	1	2	0	0	2	0.935460392	0	0	0	0	0	0	1	18620.78249	0	1	1	0	1.023632461
2297	2	2	6	0	5	1	5	0	0	4	2.350674708	1	1	0	0	0	0	0	861.1605903	0	0	0	0	1.396861937
2298	2	1	3	1	0	3	1	0	0	4	2.952110457	1	0	0	0	0	0	0	14481.14308	1	0	0	0	0.699030347
2299	2	2	3	2	1	2	2	1	0	1	5.127686235	1	0	0	0	0	0	0	1102.491043	0	0	0	0	1.205062167
2300	2	2	5	1	4	1	1	3	1	3	2.229878125	0	1	0	0	0	1	0	1054.373884	0	2	0	0	0.827940609
2301	2	1	3	0	3	0	1	2	1	4	3.054826064	0	0	1	0	1	0	0	13675.60443	1	1	0	0	1.369433042
2302	2	1	2	2	0	2	1	1	0	4	2.232518567	0	0	1	0	0	0	0	478.7889528	0	1	0	1	1.277779907
2303	2	1	1	1	0	1	1	0	0	1	2.136498349	0	0	0	0	0	0	0	239.6087699	0	0	0	0	0.859853012
2304	2	2	2	1	0	2	1	1	0	4	6.565759478	0	1	0	1	0	0	0	708.2640453	0	1	0	1	1.081461153
2305	2	1	1	0	0	1	1	0	0	4	1.723509965	0	1	0	1	0	0	0	810.8556294	1	0	0	0	0.700438844
2306	2	3	5	2	0	5	1	4	3	4	1.742073859	3	0	0	0	0	0	0	354.6193151	0	0	1	1	1.131661092
2307	2	2	1	1	0	1	1	0	0	3	1.195066861	0	0	0	1	0	0	0	1137.878134	1	0	0	0	1.351966814
2308	2	1	2	0	2	0	1	1	0	4	2.40065612	0	1	0	1	0	0	0	19619.41631	1	0	0	0	1.0571107
2309	2	1	1	0	0	1	1	0	0	4	2.857279905	0	1	0	0	1	0	0	545.6124994	0	0	1	0	1.111206141
2310	2	1	4	1	0	4	2	1	0	3	1.319902555	2	0	0	1	0	1	0	575.8895275	0	3	0	1	0.960198752
2311	2	2	2	2	0	2	1	1	0	3	2.319345481	0	0	0	0	1	0	0	737.9721223	0	1	1	0	1.283953273
2312	2	2	1	2	0	1	1	0	0	2	1.256815159	0	0	0	0	1	0	0	26789.79098	0	0	0	0	0.768352072
2313	2	3	2	2	1	1	1	0	0	4	2.382857934	0	0	0	1	0	0	1	558.2529868	0	1	0	1	0.847352956
2314	2	2	1	1	1	0	1	0	0	4	1.325089749	0	0	0	1	0	0	0	19020.0614	0	0	1	1	0.487434763
2315	2	2	1	1	1	0	1	0	0	4	2.466174037	0	0	0	0	0	0	0	31878.09531	1	0	0	1	0.703416567
2316	2	1	3	1	1	2	1	0	0	3	2.368811406	0	0	0	0	0	0	0	665.8716224	0	0	0	0	1.003083464
2317	2	2	1	1	0	1	1	0	0	1	2.883102501	0	0	0	0	0	0	0	358.2456441	0	0	0	0	1.214182311
2318	2	3	2	1	1	1	2	0	0	2	2.616633205	0	0	0	0	1	0	0	471.2525727	0	0	0	1	1.0752571
2319	2	3	2	1	0	2	2	0	0	4	2.059376289	0	0	0	0	0	0	1	562.9672244	0	0	1	1	0.884176405
2320	2	2	1	2	1	0	1	0	0	3	1.232111916	0	1	0	0	0	0	0	1083.520727	0	0	0	0	0.69133255
2321	2	3	1	1	1	0	1	0	0	3	2.372198408	0	0	0	0	0	0	0	473.8870684	0	0	0	1	1.405303275
2322	2	1	1	0	0	1	1	0	0	4	1.90261973	0	1	0	0	0	0	0	1256.22689	0	0	0	0	1.14532918
2323	2	2	1	1	1	0	1	0	0	4	4.93677872	0	1	0	0	0	0	0	755.4155764	1	0	0	0	1.160856114
2324	2	1	5	0	2	3	2	1	0	4	1.93756129	2	0	0	0	0	0	3	915.1719798	0	4	0	0	1.101700661
2325	2	1	1	0	0	1	1	0	0	4	6.064152277	0	0	0	0	0	0	0	909.4865359	1	0	0	0	0.64567778
2326	2	3	3	4	0	3	3	0	0	1	1.553738367	1	0	0	0	0	0	2	816.1554877	0	2	1	1	0.613358116
2327	2	2	1	1	0	1	1	0	0	4	1.510565385	0	0	0	1	0	0	0	548.8132758	0	0	0	0	1.372597807
2328	2	2	3	1	1	2	1	2	0	1	1.80793389	1	1	0	0	0	0	0	422.6120094	0	2	0	0	0.698956586
2329	2	2	1	1	1	0	1	0	0	1	1.83385444	0	1	0	0	0	0	0	31264.2716	0	0	0	0	0.724306793
2330	2	2	2	1	0	2	1	1	0	1	1.835149181	0	0	0	1	0	0	0	9590.189402	0	0	0	1	1.274756589
2331	2	1	2	1	1	1	1	1	0	4	1.569433277	0	0	0	1	0	0	0	539.6883703	1	1	0	0	0.945626639
2332	2	1	1	1	1	0	1	0	0	1	6.781393745	0	0	0	1	1	0	0	1350.314009	0	0	0	0	1.145584682
2333	2	1	4	0	3	1	2	1	0	1	1.568188943	1	1	0	0	0	1	0	27978.89072	0	1	0	0	0.435798622
2334	2	2	1	0	1	0	1	0	0	4	6.120297471	0	1	0	0	0	0	0	1049.495593	0	0	1	0	0.464591397
2335	2	2	3	1	2	1	2	0	0	1	6.667585099	0	0	0	1	0	1	0	945.2465351	1	0	0	0	1.275248219
2336	2	1	1	0	1	0	1	0	0	4	1.030586995	0	1	0	0	0	0	0	767.3834531	0	0	0	0	1.30628858
2337	2	2	2	2	1	1	1	1	0	1	1.498384806	0	0	0	0	1	0	0	1074.646831	0	1	0	0	1.212965556
2338	2	3	7	1	3	4	4	1	0	4	1.657951675	1	1	0	0	0	0	0	1016.611408	0	4	0	1	1.180531453
2339	2	1	1	1	1	0	1	0	0	4	1.976075967	0	1	0	0	0	0	0	691.0469054	0	0	0	1	1.01774436
2340	2	2	3	1	1	2	2	1	0	4	2.731604542	0	0	0	0	1	0	0	17344.90493	0	2	1	0	0.41129039
2341	2	1	4	0	3	1	1	2	0	3	1.152036033	2	1	0	0	0	1	0	34012.44386	0	0	0	0	1.391483766
2342	2	3	3	2	0	3	3	0	0	4	5.244979826	0	0	0	0	0	0	0	946.992181	1	1	1	1	0.838133585
2343	2	2	1	0	0	1	1	0	0	3	1.602260299	0	1	0	0	0	0	0	832.9155776	0	0	0	1	0.995735144
2344	2	2	3	0	2	1	3	0	0	4	1.173884687	1	0	0	0	0	0	0	891.4058016	0	1	0	1	1.400245811
2345	2	1	1	1	0	1	1	0	0	4	2.329373983	0	0	0	0	0	0	0	460.8570593	0	0	0	0	1.188680595
2346	2	1	1	0	0	1	1	0	0	4	4.726429964	0	0	0	0	0	0	0	193.0073007	1	0	0	0	0.709237623
2347	2	2	3	1	3	0	1	2	0	4	2.762153799	0	1	1	1	1	0	0	30162.40145	0	1	0	1	1.035051036
2348	2	1	2	0	1	1	1	0	0	4	3.05419051	0	0	0	0	0	1	1	1233.272078	0	0	0	0	0.581267991
2349	2	1	2	0	1	1	1	1	0	4	2.405135298	0	1	0	0	0	0	0	229.7137561	0	0	0	0	0.422677047
2350	2	3	1	1	0	1	1	0	0	3	2.590935894	0	0	0	1	0	0	0	1034.925627	0	0	1	1	1.075096736
2351	2	1	1	1	1	0	1	0	0	4	1.966581098	0	0	0	0	0	0	0	1196.16612	0	0	0	0	0.563129326
2352	2	2	1	2	0	1	1	0	0	2	2.866674594	0	0	0	0	0	0	0	12966.28126	0	0	0	0	0.790016947
2353	2	3	1	1	0	1	1	0	0	1	2.168857439	0	0	0	0	0	0	0	464.0794894	0	0	0	1	0.605190199
2354	2	2	1	1	1	0	1	0	0	1	1.789045174	0	0	0	0	0	0	0	10096.94736	0	0	1	1	0.773888825
2355	2	1	1	2	0	1	1	0	0	4	7.013649424	0	0	0	0	0	0	0	667.3294764	0	0	0	0	0.90673966
2356	2	1	2	0	2	0	2	0	0	1	5.519581523	0	0	0	0	0	0	0	796.7634425	1	0	0	0	0.821233956
2357	2	1	4	1	3	1	2	1	0	1	2.376046148	1	0	0	1	0	1	0	889.4156491	0	3	0	0	1.1072673
